Smiles,DC50 (nM),Sensor,Dmax (%),"IC50 (nM, Protac to Target)","IC50 (nM, Cellular activities)",Molecular Weight,Exact Mass,logP,logS,Heavy Atom Count,Ring Count,Hydrogen Bond Acceptor Count,Hydrogen Bond Donor Count,Rotatable Bond Count,Topological Polar Surface Area
CC1=CC(S(=O)(=O)NCCOCCOCCOCCOCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)=CC=C1NC1=NC=C(Br)C(NC2=CC=CC(F)=C2C(N)=O)=N1,,,,,,970.832,969.2126646,3.36,-5.14,64,6,16,6,24,271.6
CC1=CC(S(=O)(=O)NCCOCCOCCOCCOCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)=CC=C1NC1=NC=C(Br)C(NC2=CC=CC(F)=C2C(N)=O)=N1,,,,,,970.832,969.2126646,3.36,-5.14,64,6,16,6,24,271.6
CC1=CC(S(=O)(=O)NCCOCCOCCOCCOCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)=CC=C1NC1=NC=C(Br)C(NC2=CC=CC(F)=C2C(N)=O)=N1,,,,,,970.832,969.2126646,3.36,-5.14,64,6,16,6,24,271.6
CC1=CC(S(=O)(=O)NCCOCCOCCOCCOCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)=CC=C1NC1=NC=C(Br)C(NC2=CC=CC(F)=C2C(N)=O)=N1,,,,,,970.832,969.2126646,3.36,-5.14,64,6,16,6,24,271.6
CC1=CC(S(=O)(=O)NCCOCCOCCOCCOCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)=CC=C1NC1=NC=C(Br)C(NC2=CC=CC(F)=C2C(N)=O)=N1,,,,,,970.832,969.2126646,3.36,-5.14,64,6,16,6,24,271.6
CC1=CC(S(=O)(=O)NCCOCCOCCOCCOCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)=CC=C1NC1=NC=C(Br)C(NC2=CC=CC(F)=C2C(N)=O)=N1,,,,,,970.832,969.2126646,3.36,-5.14,64,6,16,6,24,271.6
CC1=CC(S(=O)(=O)NCCOCCOCCOCCOCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)=CC=C1NC1=NC=C(Br)C(NC2=CC=CC(F)=C2C(N)=O)=N1,,,,,,970.832,969.2126646,3.36,-5.14,64,6,16,6,24,271.6
CC1=CC(NC2=NC=C(Br)C(NC3=CC=CC(F)=C3C(N)=O)=N2)=CC=C1S(=O)(=O)NCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,970.832,969.2126646,3.34,-5.13,64,6,16,6,24,271.6
CC1=CC(NC2=NC=C(Br)C(NC3=CC=CC(F)=C3C(N)=O)=N2)=CC=C1S(=O)(=O)NCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,970.832,969.2126646,3.34,-5.13,64,6,16,6,24,271.6
CC1=CC(NC2=NC=C(Br)C(NC3=CC=CC(F)=C3C(N)=O)=N2)=CC=C1S(=O)(=O)NCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,970.832,969.2126646,3.34,-5.13,64,6,16,6,24,271.6
CC1=CC(NC2=NC=C(Br)C(NC3=CC=CC(F)=C3C(N)=O)=N2)=CC=C1S(=O)(=O)NCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,970.832,969.2126646,3.34,-5.13,64,6,16,6,24,271.6
CC1=CC(NC2=NC=C(Br)C(NC3=CC=CC(F)=C3C(N)=O)=N2)=CC=C1S(=O)(=O)NCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,970.832,969.2126646,3.34,-5.13,64,6,16,6,24,271.6
CC1=CC(NC2=NC=C(Br)C(NC3=CC=CC(F)=C3C(N)=O)=N2)=CC=C1S(=O)(=O)NCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,970.832,969.2126646,3.34,-5.13,64,6,16,6,24,271.6
CC1=CC(NC2=NC=C(Br)C(NC3=CC=CC(F)=C3C(N)=O)=N2)=CC=C1S(=O)(=O)NCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,970.832,969.2126646,3.34,-5.13,64,6,16,6,24,271.6
CC1=CC(NC2=NC=C(Br)C(NC3=CC=CC(F)=C3C(N)=O)=N2)=CC=C1S(=O)(=O)NCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,970.832,969.2126646,3.34,-5.13,64,6,16,6,24,271.6
CC1=CC(NC2=NC=C(Br)C(NC3=CC=CC(F)=C3C(N)=O)=N2)=CC=C1S(=O)(=O)NCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,970.832,969.2126646,3.34,-5.13,64,6,16,6,24,271.6
CC1=CC(NC2=NC=C(Br)C(NC3=CC=CC(F)=C3C(N)=O)=N2)=CC=C1S(=O)(=O)NCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,970.832,969.2126646,3.34,-5.13,64,6,16,6,24,271.6
CC1=CC(NC2=NC=C(Br)C(NC3=CC=CC(F)=C3C(N)=O)=N2)=CC=C1S(=O)(=O)NCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,970.832,969.2126646,3.34,-5.13,64,6,16,6,24,271.6
CC1=CC(NC2=NC=C(Br)C(NC3=CC=CC(F)=C3C(N)=O)=N2)=CC=C1S(=O)(=O)NCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,970.832,969.2126646,3.34,-5.13,64,6,16,6,24,271.6
CC1=CC(NC2=NC=C(Br)C(NC3=CC=CC(F)=C3C(N)=O)=N2)=CC=C1S(=O)(=O)NCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,970.832,969.2126646,3.34,-5.13,64,6,16,6,24,271.6
CC1=CC(NC2=NC=C(Br)C(NC3=CC=CC(F)=C3C(N)=O)=N2)=CC=C1S(=O)(=O)NCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,970.832,969.2126646,3.34,-5.13,64,6,16,6,24,271.6
CC1=CC(NC2=NC=C(Br)C(NC3=CC=CC(F)=C3C(N)=O)=N2)=CC=C1S(=O)(=O)NCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,970.832,969.2126646,3.34,-5.13,64,6,16,6,24,271.6
CC1=CC(NC2=NC=C(Br)C(NC3=CC=CC(F)=C3C(N)=O)=N2)=CC=C1S(=O)(=O)NCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,970.832,969.2126646,3.34,-5.13,64,6,16,6,24,271.6
CC1=CC(NC2=NC=C(Br)C(NC3=CC=CC(F)=C3C(N)=O)=N2)=CC=C1S(=O)(=O)NCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,970.832,969.2126646,3.34,-5.13,64,6,16,6,24,271.6
CC1=CC(NC2=NC=C(Br)C(NC3=CC=CC(F)=C3C(N)=O)=N2)=CC=C1S(=O)(=O)NCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,970.832,969.2126646,3.34,-5.13,64,6,16,6,24,271.6
CC1=CC(NC2=NC=C(Br)C(NC3=CC=CC(F)=C3C(N)=O)=N2)=CC=C1S(=O)(=O)NCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,970.832,969.2126646,3.34,-5.13,64,6,16,6,24,271.6
CC1=CC(NC2=NC=C(Br)C(NC3=CC=CC(F)=C3C(N)=O)=N2)=CC=C1S(=O)(=O)NCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,970.832,969.2126646,3.34,-5.13,64,6,16,6,24,271.6
CC1=CC(NC2=NC=C(Br)C(NC3=CC=CC(F)=C3C(N)=O)=N2)=CC=C1S(=O)(=O)NCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,970.832,969.2126646,3.34,-5.13,64,6,16,6,24,271.6
CC1=CC(NC2=NC=C(Br)C(NC3=CC=CC(F)=C3C(N)=O)=N2)=CC=C1S(=O)(=O)NCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,970.832,969.2126646,3.34,-5.13,64,6,16,6,24,271.6
CC1=CC(NC2=NC=C(Br)C(NC3=CC=CC(F)=C3C(N)=O)=N2)=CC=C1S(=O)(=O)NCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,970.832,969.2126646,3.34,-5.13,64,6,16,6,24,271.6
CC1=CC(NC2=NC=C(Br)C(NC3=CC=CC(F)=C3C(N)=O)=N2)=CC=C1S(=O)(=O)NCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,970.832,969.2126646,3.34,-5.13,64,6,16,6,24,271.6
CC1=CC(NC2=NC=C(Br)C(NC3=CC=CC(F)=C3C(N)=O)=N2)=CC=C1S(=O)(=O)NCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,970.832,969.2126646,3.34,-5.13,64,6,16,6,24,271.6
CC1=CC(NC2=NC=C(Br)C(NC3=CC=CC(F)=C3C(N)=O)=N2)=CC=C1S(=O)(=O)NCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,970.832,969.2126646,3.34,-5.13,64,6,16,6,24,271.6
CC1=CC(NC2=NC=C(Br)C(NC3=CC=CC(F)=C3C(N)=O)=N2)=CC=C1S(=O)(=O)NCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,970.832,969.2126646,3.34,-5.13,64,6,16,6,24,271.6
CC1=CC(NC2=NC=C(Br)C(NC3=CC=CC(F)=C3C(N)=O)=N2)=CC=C1S(=O)(=O)NCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,970.832,969.2126646,3.34,-5.13,64,6,16,6,24,271.6
CC1=CC(NC2=NC=C(Br)C(NC3=CC=CC(F)=C3C(N)=O)=N2)=CC=C1S(=O)(=O)NCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,970.832,969.2126646,3.34,-5.13,64,6,16,6,24,271.6
CC1=CC(NC2=NC=C(Br)C(NC3=CC=CC(F)=C3C(N)=O)=N2)=CC=C1S(=O)(=O)NCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,970.832,969.2126646,3.34,-5.13,64,6,16,6,24,271.6
CC1=CC(NC2=NC=C(Br)C(NC3=CC=CC(F)=C3C(N)=O)=N2)=CC=C1S(=O)(=O)NCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,970.832,969.2126646,3.34,-5.13,64,6,16,6,24,271.6
CC1=CC(NC2=NC=C(Br)C(NC3=CC=CC(F)=C3C(N)=O)=N2)=CC=C1S(=O)(=O)NCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,970.832,969.2126646,3.34,-5.13,64,6,16,6,24,271.6
CC1=CC(NC2=NC=C(Br)C(NC3=CC=CC(F)=C3C(N)=O)=N2)=CC=C1S(=O)(=O)NCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,970.832,969.2126646,3.34,-5.13,64,6,16,6,24,271.6
CC1=CC(NC2=NC=C(Br)C(NC3=CC=CC(F)=C3C(N)=O)=N2)=CC=C1S(=O)(=O)NCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,970.832,969.2126646,3.34,-5.13,64,6,16,6,24,271.6
CC1=CC(NC2=NC=C(Br)C(NC3=CC=CC(F)=C3C(N)=O)=N2)=CC=C1S(=O)(=O)NCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,970.832,969.2126646,3.34,-5.13,64,6,16,6,24,271.6
CC1=CC(NC2=NC=C(Br)C(NC3=CC=CC(F)=C3C(N)=O)=N2)=CC=C1S(=O)(=O)NCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,970.832,969.2126646,3.34,-5.13,64,6,16,6,24,271.6
CC1=CC(NC2=NC=C(Br)C(NC3=CC=CC(F)=C3C(N)=O)=N2)=CC=C1S(=O)(=O)NCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,970.832,969.2126646,3.34,-5.13,64,6,16,6,24,271.6
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCNC(=O)C3=CC=C(C4=CN=C(NCC5=CC=CO5)N5C=NN=C45)C=C3)C(C)(C)C)C=C2)SC=N1,,,,,,907.067,906.3846797,3.62,-4.59,65,7,15,5,20,227.44
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCNC(=O)C3=CC=C(C4=CN=C(NCC5=CC=CO5)N5C=NN=C45)C=C3)C(C)(C)C)C=C2)SC=N1,,,,,,907.067,906.3846797,3.62,-4.59,65,7,15,5,20,227.44
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCNC(=O)C3=CC=C(C4=CN=C(NCC5=CC=CO5)N5C=NN=C45)C=C3)C(C)(C)C)C=C2)SC=N1,,,,,,937.093,936.3952444,3.54,-4.59,67,7,16,5,22,236.67
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCNC(=O)C3=CC=C(C4=CN=C(NCC5=CC=CO5)N5C=NN=C45)C=C3)C(C)(C)C)C=C2)SC=N1,,,,,,937.093,936.3952444,3.54,-4.59,67,7,16,5,22,236.67
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCOCCOCCNC(=O)C3=CC=C(C4=CN=C(NCC5=CC=CO5)N5C=NN=C45)C=C3)C(C)(C)C)C=C2)SC=N1,,,,,,995.173,994.4371092,3.77,-4.65,71,7,17,5,26,245.9
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCOCCOCCNC(=O)C3=CC=C(C4=CN=C(NCC5=CC=CO5)N5C=NN=C45)C=C3)C(C)(C)C)C=C2)SC=N1,,,,,,995.173,994.4371092,3.77,-4.65,71,7,17,5,26,245.9
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCNC(=O)C3=CC=C(C4=CN=C(NCC5=CC=CO5)N5C=NN=C45)C=C3)C(C)(C)C)C=C2)SC=N1,,,,,,818.961,818.3322502,3.33,-4.55,59,7,13,5,14,208.98
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCNC(=O)C3=CC=C(C4=CN=C(NCC5=CC=CO5)N5C=NN=C45)C=C3)C(C)(C)C)C=C2)SC=N1,,,,,,818.961,818.3322502,3.33,-4.55,59,7,13,5,14,208.98
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCNC(=O)C3=CC=C(C4=CN=C(NCC5=CC=CO5)N5C=NN=C45)C=C3)C(C)(C)C)C=C2)SC=N1,,,,,,847.015,846.3635503,3.82,-4.61,61,7,13,5,16,208.98
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCNC(=O)C3=CC=C(C4=CN=C(NCC5=CC=CO5)N5C=NN=C45)C=C3)C(C)(C)C)C=C2)SC=N1,,,,,,847.015,846.3635503,3.82,-4.61,61,7,13,5,16,208.98
CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(N4CCN(CC5=CN(CCOCCNC(=O)CCC(=O)N[C@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)NCC6=CC=C(C7=C(C)N=CS7)C=C6)C(C)(C)C)N=N5)CC4)C=N3)N=C2N(C2CCCC2)C1=O,,,N.D.,,,1128.375,1127.548725,3.84,-5.1,81,9,20,5,22,276.92
CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(N4CCN(CC5=CN(CCOCCNC(=O)CCC(=O)N[C@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)NCC6=CC=C(C7=C(C)N=CS7)C=C6)C(C)(C)C)N=N5)CC4)C=N3)N=C2N(C2CCCC2)C1=O,,,N.D.,,,1128.375,1127.548725,3.84,-5.1,81,9,20,5,22,276.92
CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(N4CCN(CC5=CN(CCOCCOCCNC(=O)CCC(=O)N[C@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)NCC6=CC=C(C7=C(C)N=CS7)C=C6)C(C)(C)C)N=N5)CC4)C=N3)N=C2N(C2CCCC2)C1=O,,,N.D.,,,1172.428,1171.57494,3.92,-5.11,84,9,21,5,25,286.15
CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(N4CCN(CC5=CN(CCOCCOCCNC(=O)CCC(=O)N[C@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)NCC6=CC=C(C7=C(C)N=CS7)C=C6)C(C)(C)C)N=N5)CC4)C=N3)N=C2N(C2CCCC2)C1=O,,,N.D.,,,1172.428,1171.57494,3.92,-5.11,84,9,21,5,25,286.15
CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(N4CCN(CC5=CN(CCOCCOCCOCCNC(=O)CCC(=O)N[C@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)NCC6=CC=C(C7=C(C)N=CS7)C=C6)C(C)(C)C)N=N5)CC4)C=N3)N=C2N(C2CCCC2)C1=O,,,N.D.,,,1216.481,1215.601155,4.07,-5.16,87,9,22,5,28,295.38
CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(N4CCN(CC5=CN(CCOCCOCCOCCNC(=O)CCC(=O)N[C@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)NCC6=CC=C(C7=C(C)N=CS7)C=C6)C(C)(C)C)N=N5)CC4)C=N3)N=C2N(C2CCCC2)C1=O,,,N.D.,,,1216.481,1215.601155,4.07,-5.16,87,9,22,5,28,295.38
CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(N4CCN(CC5=CN(CCOCCOCCOCCOCCNC(=O)CCC(=O)N[C@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)NCC6=CC=C(C7=C(C)N=CS7)C=C6)C(C)(C)C)N=N5)CC4)C=N3)N=C2N(C2CCCC2)C1=O,,,N.D.,,,1260.534,1259.62737,4.29,-5.17,90,9,23,5,31,304.61
CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(N4CCN(CC5=CN(CCOCCOCCOCCOCCNC(=O)CCC(=O)N[C@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)NCC6=CC=C(C7=C(C)N=CS7)C=C6)C(C)(C)C)N=N5)CC4)C=N3)N=C2N(C2CCCC2)C1=O,,,N.D.,,,1260.534,1259.62737,4.29,-5.17,90,9,23,5,31,304.61
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCOCCN3C=C(CCCCN(C)CC4=CC=C(C5=C6CCNC(=O)C7=C6C(=CC(F)=C7)[NH]5)C=C4)N=N3)C(C)(C)C)C=C2)SC=N1,,,,,,1063.311,1062.516108,5.02,-5.49,76,8,14,5,26,218.16
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCOCCOCCN3C=C(CCCCN(C)CC4=CC=C(C5=C6CCNC(=O)C7=C6C(=CC(F)=C7)[NH]5)C=C4)N=N3)C(C)(C)C)C=C2)SC=N1,,,,,,1107.364,1106.542323,5,-5.53,79,8,15,5,29,227.39
NC1=NC=C(C2=CC=C(S(=O)(=O)N(CCCNC(=O)CCOCCOCCOCCOCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C3CC3)C=C2)C=C1C1=CC=C2C(=O)NCCC2=C1,,,,,,1039.178,1038.415705,3.35,-5.29,74,8,16,5,29,276.22
NC1=NC=C(C2=CC=C(S(=O)(=O)N(CCCNC(=O)CCOCCOCCOCCOCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C3CC3)C=C2)C=C1C1=CC=C2C(=O)NCCC2=C1,,,,,,1039.178,1038.415705,3.35,-5.29,74,8,16,5,29,276.22
NC1=NC=C(C2=CC=C(S(=O)(=O)N(CCCNC(=O)CCOCCOCCOCCOCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C3CC3)C=C2)C=C1C1=CC=C2C(=O)NCCC2=C1,,,,,,1039.178,1038.415705,3.35,-5.29,74,8,16,5,29,276.22
NC1=NC=C(C2=CC=C(S(=O)(=O)N(CCCNC(=O)CCOCCOCCOCCOCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C3CC3)C=C2)C=C1C1=CC=C2C(=O)NCCC2=C1,,,,,,1039.178,1038.415705,3.35,-5.29,74,8,16,5,29,276.22
NC1=NC=C(C2=CC=C(S(=O)(=O)N(CCCNC(=O)CCOCCOCCOCCOCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C3CC3)C=C2)C=C1C1=CC=C2C(=O)NCCC2=C1,,,,,,1039.178,1038.415705,3.35,-5.29,74,8,16,5,29,276.22
NC1=NC=C(C2=CC=C(S(=O)(=O)N(CCCNC(=O)CCOCCOCCOCCOCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C3CC3)C=C2)C=C1C1=CC=C2C(=O)NCCC2=C1,,,,,,1039.178,1038.415705,3.35,-5.29,74,8,16,5,29,276.22
NC1=NC=C(C2=CC=C(S(=O)(=O)N(CCCNC(=O)CCOCCOCCOCCOCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C3CC3)C=C2)C=C1C1=CC=C2C(=O)NCCC2=C1,,,,,,1039.178,1038.415705,3.35,-5.29,74,8,16,5,29,276.22
NC1=NC=C(C2=CC=C(S(=O)(=O)N(CCCNC(=O)CCOCCOCCOCCOCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C3CC3)C=C2)C=C1C1=CC=C2C(=O)NCCC2=C1,,,,,,1039.178,1038.415705,3.35,-5.29,74,8,16,5,29,276.22
NC1=NC=C(C2=CC=C(S(=O)(=O)N(CCCNC(=O)CCOCCOCCOCCOCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C3CC3)C=C2)C=C1C1=CC=C2C(=O)NCCC2=C1,,,,,,1039.178,1038.415705,3.35,-5.29,74,8,16,5,29,276.22
NC1=NC=C(C2=CC=C(S(=O)(=O)N(CCCNC(=O)CCOCCOCCOCCOCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C3CC3)C=C2)C=C1C1=CC=C2C(=O)NCCC2=C1,,,,,,1039.178,1038.415705,3.35,-5.29,74,8,16,5,29,276.22
NC1=NC=C(C2=CC=C(S(=O)(=O)N(CCCNC(=O)CCOCCOCCOCCOCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C3CC3)C=C2)C=C1C1=CC=C2C(=O)NCCC2=C1,,,,,,1039.178,1038.415705,3.35,-5.29,74,8,16,5,29,276.22
NC1=NC=C(C2=CC=C(S(=O)(=O)N(CCCNC(=O)CCOCCOCCOCCOCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C3CC3)C=C2)C=C1C1=CC=C2C(=O)NCCC2=C1,,,,,,1039.178,1038.415705,3.35,-5.29,74,8,16,5,29,276.22
NC1=NC=C(C2=CC=C(S(=O)(=O)N(CCCNC(=O)CCOCCOCCOCCOCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C3CC3)C=C2)C=C1C1=CC=C2C(=O)NCCC2=C1,,,,,,1039.178,1038.415705,3.35,-5.29,74,8,16,5,29,276.22
CCCCN(CC1=CC=C(C(=O)NO)C=C1)C(=O)NC1=CC=C(OCCCN2C=C(CCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)N=N2)C=C1,,,,,,965.191,964.46293,4.74,-5.28,69,6,13,6,22,233.24
CCCCN(CC1=CC=C(C(=O)NO)C=C1)C(=O)NC1=CC=C(OCCCN2C=C(CCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)N=N2)C=C1,,,,,,951.164,950.4472799,4.5,-5.25,68,6,13,6,21,233.24
CCCCN(CC1=CC=C(C(=O)NO)C=C1)C(=O)NC1=CC=C(OCCCN2C=C(CCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)N=N2)C=C1,,,,,,979.218,978.4785801,5.04,-5.29,70,6,13,6,23,233.24
CCCCN(CC1=CC=C(C(=O)NO)C=C1)C(=O)NC1=CC=C(OCCCCN2C=C(CCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)N=N2)C=C1,,,,,,993.245,992.4942301,5.32,-5.33,71,6,13,6,24,233.24
CCCCN(CC1=CC=C(C(=O)NO)C=C1)C(=O)NC1=CC=C(OCCN2C=C(CCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)N=N2)C=C1,,,,,,965.191,964.46293,4.81,-5.29,69,6,13,6,22,233.24
